OME;4215212970
AME;3063470381
EME;2455833072
IME;2376231548
OMP;2282867653
IMP;1787558291
OMM;1747661259
RMA;1402784961
EMP;1301427587
IMA;1062594282
EMB;1034111034
OMI;1020006801
EMA;990902887
AMI;954200048
AMP;914332916
IMI;904297435
UME;827410486
EMS;815228219
EMO;807304396
MME;766703773
RMI;742075032
OMA;724716113
UMB;710795416
NME;709157407
AMO;687459283
RME;669902432
EMI;661230058
TME;586275070
RMS;560553082
SMA;557244946
MMU;514873401
MMI;484589753
MMO;476104007
UMA;443921884
IMS;443262284
PME;416666694
MMA;377163788
IMM;375851458
DMI;375343715
AMA;346009526
OMB;302502012
AMB;296313453
SMI;275340157
AMS;272102972
UMP;269053210
LMO;267966009
YME;263778278
IMU;262215981
OMO;250717471
AMM;235943112
RMO;222438310
UMM;222403774
HME;191439726
GME;189554915
OMS;181520600
YMP;169632427
UMS;155106997
OMY;148509528
SME;142930689
RMY;128121426
SMO;127517820
IMO;125637163
UMI;125008768
IMB;105869244
EMY;101562290
UMN;97838638
RMU;97781637
UMO;94256747
YMB;85560985
OMF;79983130
LME;77125197
TMO;75164174
SMS;71231480
AMU;71212634
EMN;65995925
HMA;61375932
TMA;57092962
BMI;55761580
UMU;55533601
DME;53762644
YMO;50167760
GMA;50004477
LMS;49068906
LMA;41417784
RML;40365887
DMA;39880211
LMI;39731775
EMM;38485213
NMA;36492247
HMI;30680049
YMA;30628980
YMM;27667168
SMU;27263791
AMN;26551612
EMU;26423209
DMO;26059717
MMY;24175569
AMY;22595570
OMN;19340258
KMA;19109171
HMS;17724870
AML;16295177
YMN;16265436
HMO;16091430
CMI;14009761
WMA;13575773
FMA;12879762
OMR;12479307
OMU;12204177
NMI;11428247
KME;11368041
BMA;11056128
NMO;10779983
PMA;10384414
RMT;10279341
TMI;9940779
DMU;8579598
WME;8572440
RMF;7949080
OML;7846244
IML;7825065
UMF;7787643
IMN;7644062
YMI;6822643
OMW;6622764
BME;6452103
LML;5160338
TML;5072048
OMT;4931574
EML;4927568
LMU;4866708
IMF;4399602
ZMA;4326129
XML;4225570
GMU;3957497
AMW;3876051
AMD;3869213
HMU;3697566
GMS;3575593
RMN;3548951
UMC;3488572
AMT;3399172
YMS;3384580
SMY;3282141
UMV;3150719
CMA;2996752
AMH;2980742
GMO;2688111
PMO;2527311
NMR;2480403
IMR;2458131
RMH;2424716
LMM;2252556
AMR;2226400
IMY;2186054
MMS;2156697
YMU;2134811
RMC;2126528
AMF;2083045
UML;2045633
CME;1895033
LMY;1785911
AMC;1587973
BMS;1555712
CMS;1523446
WMI;1518508
GMI;1511787
EMF;1510986
UMT;1500613
HMM;1419015
RMW;1394370
LMN;1381844
MML;1372410
TMU;1247148
LMH;1241994
MMM;1225340
CMU;1177537
MMT;1167792
RMP;1167320
YMY;1144439
CMO;1129123
CMP;1073235
MMP;1009425
GMB;982022
UMD;931409
BMU;905622
UMR;894130
SMT;884759
EMG;880000
CMC;854039
XMA;852268
DMS;848304
MMH;808408
YMC;807142
IMH;780680
KMT;756633
CMV;741250
KMO;703141
IMC;700095
PMS;683696
TMS;681252
UMG;678739
GMY;661753
GMP;658320
KMS;657811
EMK;656239
GMT;652886
JME;649620
CMD;648991
BMW;640102
SMC;581086
FME;567117
NMP;558531
WMO;552528
RMB;552258
OMC;545258
KMU;544111
FMS;505682
NMD;499560
PML;485366
IMK;485024
SMR;482744
AMK;471674
EMC;456118
EMT;452159
CML;446790
UMW;438260
PMU;423426
MMC;407934
PMM;399751
BMD;396957
MMR;388339
BMP;371250
OMK;367907
HMG;359185
IMT;354230
FML;354106
PMN;348527
AMZ;343651
CMN;336661
OMD;330102
WMD;323612
EMD;323517
TMP;319715
UMH;311915
TMJ;300696
PMT;289425
VMS;284224
LMQ;283678
FMR;278411
XMO;274421
BMJ;267796
FMC;266828
SMP;256199
BMC;251545
IMD;247225
DMZ;240846
GML;239141
XMI;236093
LMB;230405
CMM;228217
GMC;223794
NMS;220764
MMF;220702
BMT;219537
WMS;213051
TMV;210895
ZMI;210689
FMD;210126
DMF;209592
PMC;208056
CMT;201345
NMY;198493
LMW;195820
BMR;194233
KMI;192999
GMD;191731
CMY;191535
OMH;190302
CMR;188440
VMA;186471
SMB;183794
OMG;182654
PMI;182406
EMR;181131
HMC;177182
LMC;176566
DMC;174798
JMS;173307
LMG;169100
MMW;168755
AMV;164320
NMU;163975
TMD;157702
DMD;148463
DMT;147769
DML;147548
PMR;146590
IMG;143094
VMI;141804
JMP;141242
YML;140738
PMG;137370
CMB;135952
LMP;133288
DMK;132451
PMP;130472
EMW;129817
NMC;127160
FMV;126851
YMR;123344
AMJ;123052
BMO;119674
SML;118221
TMT;117750
WML;114081
TMR;114039
MMD;113549
PMD;110629
RMR;110177
TMC;108851
CMF;105754
NMF;105652
SMD;105300
GMM;104183
HMD;103780
RMV;100453
AMQ;100308
